_DATE,cpuusage_middle,memusage_middle,network_middle,cpuusage_server,memusage_server,network_server,cpuusage_cassandra,memusage_cassandra,network_cassandra,cpuusage_edge1,cpuusage_edge2,memusage_edge1,memusage_edge2,network_edge1,network_edge2,nodecpu61,nodecpu62,nodecpu63,nodecpu64,nodemem64,locustusers,status_200_count1,status_200_count2,status_500_count1,status_500_count2,status_0_count1,status_0_count2,status_other_count1,status_other_count2,percentile_viewfeedresponsetime_edge1,percentile_viewfeedresponsetime_edge2,percentile_addfeedresponsetime_edge1,percentile_addfeedresponsetime_edge2,percentile_deletefeedresponsetime_edge1,percentile_deletefeedresponsetime_edge2,percentile_fetch_middle,percentile_fetchfeeds_middle,percentile_fetchfeeds_middle,percentile_sub_middle,percentile_unsub_middle
Mon May 01 13:52:00 UTC 2017,354,1312362496,5230231,21,25522176,57438.5859375,67,839225344,14554.982421875,46,54,1121017856,1140199424,646066.6875,,0.07124999910593,0.086750000715256,0.090750001370907,0.176249995827675,0.928217589855194,193,2625,2606,0,0,0,0,0,0,36135711,35152696,4262357,5946982,4688219,4558979,28262581,6364652,6364652,1592071,1554818
Mon May 01 13:51:00 UTC 2017,271,1311989760,4830984,20,25518080,872.157287597656,60,839069696,12932.6572265625,44,50,1121120256,1140285440,646066.6875,,0.074749998748303,0.079000003635883,0.091750003397465,0.174500003457069,0.928001344203949,193,1857,1846,0,0,0,0,0,0,49152335,40643833,6851088,4302916,7113102,7968835,32015545,6282101,6282101,1785138,1765773
Mon May 01 13:50:00 UTC 2017,255,1311842304,3399647,16,25518080,872.157287597656,58,838938624,12932.6572265625,37,45,1122201600,1140494336,646066.6875,,0.076499998569489,0.077749997377396,0.086499996483326,0.151999995112419,0.92975926399231,112,1367,1348,0,0,0,0,0,0,43174397,35342223,4305042,6283295,6147428,8949928,28400825,5653305,5653305,1657780,2129206
Mon May 01 13:49:00 UTC 2017,194,1311842304,1353976.875,8,25452544,872.157287597656,25,838742016,5291.17333984375,16,22,1122349056,1140486144,258383.1875,,0.074249997735024,0.07150000333786,0.064750000834465,0.105499997735024,0.927807569503784,112,924,905,0,0,0,0,0,0,42484319,33981560,10904438,4344334,7631886,9969667,27479371,5860279,5860279,1419545,1784303
Mon May 01 13:48:00 UTC 2017,93,1311838208,1353976.875,6,24129536,872.157287597656,22,838713344,4674.50146484375,15,15,1120661504,1140576256,258383.1875,,0.069250002503395,0.061000000685454,0.059749998152256,0.093500003218651,0.927617728710175,112,482,475,0,0,0,0,0,0,78262005,60091860,29086179,48390047,36385627,5603700,58650335,6731013,6731013,2155523,2212898
Mon May 01 13:47:00 UTC 2017,76,1311711232,883044.3125,4,24129536,872.157287597656,22,838684672,4494.5791015625,12,14,1120747520,1140346880,138691.171875,,0.063749998807907,0.06700000166893,0.065750002861023,0.092000000178814,0.927545309066772,36,300,294,0,0,0,0,0,0,89251117,84139890,5345854,39339910,11865596,10924633,77529824,6787864,6787864,1528320,1847793
Mon May 01 13:46:00 UTC 2017,60,1311711232,22477.68359375,0,24125440,872.157287597656,3,838590464,392.825439453125,2,1,1120829440,1140432896,9893.8447265625,,0.074749998748303,0.060750000178814,0.051249999552965,0.071000002324581,0.92739462852478,36,152,150,0,0,0,0,0,0,77135901,73634355,6752036,32846468,20789563,20170749,65227488,8147251,8147251,1815942,1692695
Mon May 01 13:45:00 UTC 2017,6,1311711232,22835.751953125,0,24125440,0,3,838467584,392.825439453125,1,1,1120919552,1140580352,30.3152008056641,,0.094499997794628,0.062749996781349,0.047499999403954,0.054999999701977,0.927367210388184,36,null,null,null,null,null,null,null,null,32581534,30579888,2996982,3038430,55352195,3559826,9208993,5399963,5399963,1399825,1518635
Mon May 01 13:44:00 UTC 2017,1,1311711232,null,0,24125440,0,5,838377472,null,0,1,1121009664,1140727808,28.9546146392822,,0.059749998152256,0.058749999850988,0.045499999076128,0.064750000834465,0.927476823329926,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
Mon May 01 13:43:00 UTC 2017,2,1311711232,null,0,24125440,0,7,838377472,null,1,1,1121099776,1140813824,31.2584247589111,,0.067749999463558,0.060499999672175,0.062249999493361,0.070500001311302,0.927497863769531,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
Mon May 01 13:42:00 UTC 2017,2,null,null,null,null,null,null,null,null,null,null,null,null,null,,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
