_DATE	host	cpuusage	memusage	nodecpu	locustusers	fails1	requests1	fails	requests	
2017-04-09-19:52:00	edge-8vsjk	13.0	6.23353856E8	0.9827499985694885	75.0	584.0	14796.0	429.0	19862.0	
2017-04-09-19:51:00	edge-8vsjk	14.0	6.2441472E8	0.984000027179718	50.0	584.0	14701.0	429.0	19671.0	
2017-04-09-19:51:00	edge-8vsjk	14.0	6.2441472E8	0.984000027179718	50.0	584.0	14701.0	429.0	19671.0	
2017-04-09-19:50:00	edge-8vsjk	11.0	6.24848896E8	0.9862499833106995	50.0	584.0	14591.0	429.0	19476.0	
2017-04-09-19:50:00	edge-8vsjk	11.0	6.24848896E8	0.9862499833106995	50.0	584.0	14591.0	429.0	19476.0	
2017-04-09-19:49:00	edge-8vsjk	6.0	6.24996352E8	0.9865000247955322	35.0	584.0	14529.0	429.0	19354.0	
2017-04-09-19:49:00	edge-8vsjk	6.0	6.24996352E8	0.9865000247955322	35.0	584.0	14529.0	429.0	19354.0	
2017-04-09-19:48:00	edge-8vsjk	5.0	6.260736E8	0.9862499833106995	20.0	584.0	14474.0	429.0	19277.0	
2017-04-09-19:48:00	edge-8vsjk	5.0	6.260736E8	0.9862499833106995	20.0	584.0	14474.0	429.0	19277.0	
2017-04-09-19:47:00	edge-8vsjk	5.0	6.26159616E8	0.9879999756813049	20.0	584.0	14419.0	429.0	19198.0	
2017-04-09-19:47:00	edge-8vsjk	5.0	6.26159616E8	0.9879999756813049	20.0	584.0	14419.0	429.0	19198.0	
2017-04-09-19:46:00	edge-8vsjk	5.0	6.25491968E8	0.9887499809265137	20.0	584.0	14419.0	429.0	19140.0	
2017-04-09-19:46:00	edge-8vsjk	5.0	6.25491968E8	0.9887499809265137	20.0	584.0	14419.0	429.0	19140.0	
2017-04-09-19:45:00	edge-8vsjk	4.0	6.25639424E8	0.9882500171661377	10.0	584.0	14384.0	429.0	19102.0	
2017-04-09-19:45:00	edge-8vsjk	4.0	6.25639424E8	0.9882500171661377	10.0	584.0	14384.0	429.0	19102.0	
2017-04-09-19:44:00	edge-8vsjk	4.0	6.25913856E8	0.9892500042915344	10.0	584.0	14349.0	429.0	19062.0	
2017-04-09-19:44:00	edge-8vsjk	4.0	6.25913856E8	0.9892500042915344	10.0	584.0	14349.0	429.0	19062.0	
2017-04-09-19:43:00	edge-8vsjk	3.0	6.24177152E8	0.9900000095367432	10.0	584.0	14312.0	429.0	19032.0	
2017-04-09-19:43:00	edge-8vsjk	3.0	6.24177152E8	0.9900000095367432	10.0	584.0	14312.0	429.0	19032.0	
2017-04-09-19:42:00	edge-8vsjk	2.0	6.24324608E8	0.9900000095367432	5.0	584.0	14296.0	429.0	19032.0	
2017-04-09-19:42:00	edge-8vsjk	2.0	6.24324608E8	0.9900000095367432	5.0	584.0	14296.0	429.0	19032.0	
2017-04-09-19:41:00	edge-8vsjk	2.0	6.24472064E8	0.9904999732971191	5.0	584.0	14281.0	429.0	19007.0	
2017-04-09-19:41:00	edge-8vsjk	2.0	6.24472064E8	0.9904999732971191	5.0	584.0	14281.0	429.0	19007.0	
2017-04-09-19:40:00	edge-8vsjk	2.0	6.2461952E8	0.9907500147819519	5.0	584.0	14267.0	429.0	18982.0	
2017-04-09-19:40:00	edge-8vsjk	2.0	6.2461952E8	0.9907500147819519	5.0	584.0	14267.0	429.0	18982.0	
2017-04-09-19:39:00	edge-8vsjk	2.0	6.24766976E8	0.9892500042915344	3.0	584.0	14259.0	429.0	18965.0	
2017-04-09-19:39:00	edge-8vsjk	2.0	6.24766976E8	0.9892500042915344	3.0	584.0	14259.0	429.0	18965.0	
2017-04-09-19:38:00	edge-8vsjk	5.0	6.24652288E8	0.47049999237060547	3.0	584.0	14251.0	429.0	18948.0	
2017-04-09-19:38:00	edge-8vsjk	5.0	6.24652288E8	0.47049999237060547	3.0	584.0	14251.0	429.0	18948.0	
2017-04-09-19:37:00	edge-8vsjk	135.0	5.64535296E8	0.703000009059906	3.0	575.0	13871.0	424.0	18810.0	
2017-04-09-19:37:00	edge-8vsjk	135.0	5.64535296E8	0.703000009059906	3.0	575.0	13871.0	424.0	18810.0	
2017-04-09-19:36:00	edge-8vsjk	101.0	null	null	350.0	345.0	12290.0	406.0	17435.0	
2017-04-09-19:36:00	edge-8vsjk	101.0	null	null	350.0	345.0	12290.0	406.0	17435.0	
