_DATE;container_name;cpu_usage_total;instance;machine;value;
2017-53-03 05:53:02.917;pensive_wozniak;0.0;null;cadvisor;0.0;
2017-53-03 05:53:03.833;pensive_wozniak;9.13571248E8;null;cadvisor;9.13571248E8;
2017-53-03 05:53:05.014;pensive_wozniak;9.13981428E8;null;cadvisor;9.13981428E8;
2017-53-03 05:53:06.288;pensive_wozniak;0.0;null;cadvisor;0.0;
2017-53-03 05:53:06.592;pensive_wozniak;9.15113444E8;null;cadvisor;9.15113444E8;
2017-53-03 05:53:08.201;pensive_wozniak;9.1553127E8;null;cadvisor;9.1553127E8;
2017-53-03 05:53:09.830;pensive_wozniak;9.15974103E8;null;cadvisor;9.15974103E8;
2017-53-03 05:53:11.755;pensive_wozniak;9.17197575E8;null;cadvisor;9.17197575E8;
2017-53-03 05:53:13.029;pensive_wozniak;0.0;null;cadvisor;0.0;
2017-53-03 05:53:13.552;pensive_wozniak;9.17832532E8;null;cadvisor;9.17832532E8;
2017-53-03 05:53:14.796;pensive_wozniak;9.181624E8;null;cadvisor;9.181624E8;
2017-53-03 05:53:14.915;pensive_wozniak;0.0;null;cadvisor;0.0;
2017-53-03 05:53:16.137;pensive_wozniak;9.18749098E8;null;cadvisor;9.18749098E8;
2017-53-03 05:53:17.178;pensive_wozniak;0.0;null;cadvisor;0.0;
2017-53-03 05:53:17.735;pensive_wozniak;9.19614452E8;null;cadvisor;9.19614452E8;
2017-53-03 05:53:18.076;pensive_wozniak;0.0;null;cadvisor;0.0;
2017-53-03 05:53:19.037;pensive_wozniak;9.20178894E8;null;cadvisor;9.20178894E8;
2017-53-03 05:53:20.690;pensive_wozniak;9.20930682E8;null;cadvisor;9.20930682E8;
2017-53-03 05:53:20.895;pensive_wozniak;0.0;null;cadvisor;0.0;
2017-53-03 05:53:22.344;pensive_wozniak;0.0;null;cadvisor;0.0;
2017-53-03 05:53:22.530;pensive_wozniak;9.21921389E8;null;cadvisor;9.21921389E8;
2017-53-03 05:53:23.523;pensive_wozniak;0.0;null;cadvisor;0.0;
2017-53-03 05:53:23.716;pensive_wozniak;9.22259541E8;null;cadvisor;9.22259541E8;
2017-53-03 05:53:24.965;pensive_wozniak;9.22809012E8;null;cadvisor;9.22809012E8;
2017-53-03 05:53:26.476;pensive_wozniak;0.0;null;cadvisor;0.0;
2017-53-03 05:53:26.536;pensive_wozniak;9.23322132E8;null;cadvisor;9.23322132E8;
2017-53-03 05:53:27.797;pensive_wozniak;0.0;null;cadvisor;0.0;
2017-53-03 05:53:27.856;pensive_wozniak;9.23679334E8;null;cadvisor;9.23679334E8;
2017-53-03 05:53:29.766;pensive_wozniak;9.2444757E8;null;cadvisor;9.2444757E8;
2017-53-03 05:53:31.730;pensive_wozniak;0.0;null;cadvisor;0.0;
2017-53-03 05:53:31.074;pensive_wozniak;9.61262086E8;null;cadvisor;9.61262086E8;
2017-53-03 05:53:33.325;pensive_wozniak;9.61262086E8;null;cadvisor;9.61262086E8;
2017-53-03 05:53:36.669;pensive_wozniak;9.61262086E8;null;cadvisor;9.61262086E8;
2017-53-03 05:53:38.622;pensive_wozniak;0.0;null;cadvisor;0.0;
2017-53-03 05:53:41.062;pensive_wozniak;9.61262086E8;null;cadvisor;9.61262086E8;
2017-53-03 05:53:51.957;pensive_wozniak;9.61262086E8;null;cadvisor;9.61262086E8;
2017-53-03 05:53:53.453;pensive_wozniak;0.0;null;cadvisor;0.0;
2017-54-03 05:54:12.085;pensive_wozniak;9.61262086E8;null;cadvisor;9.61262086E8;
2017-54-03 05:54:13.976;pensive_wozniak;9.61262086E8;null;cadvisor;9.61262086E8;
2017-54-03 05:54:16.711;pensive_wozniak;9.61262086E8;null;cadvisor;9.61262086E8;
2017-54-03 05:54:16.991;pensive_wozniak;0.0;null;cadvisor;0.0;
2017-54-03 05:54:21.472;pensive_wozniak;9.61262086E8;null;cadvisor;9.61262086E8;
2017-54-03 05:54:35.803;pensive_wozniak;9.61262086E8;null;cadvisor;9.61262086E8;
2017-55-03 05:55:00.687;pensive_wozniak;9.61262086E8;null;cadvisor;9.61262086E8;
2017-55-03 05:55:01.929;pensive_wozniak;9.61262086E8;null;cadvisor;9.61262086E8;
2017-55-03 05:55:04.104;pensive_wozniak;9.61262086E8;null;cadvisor;9.61262086E8;
2017-55-03 05:55:08.297;pensive_wozniak;9.61262086E8;null;cadvisor;9.61262086E8;
2017-55-03 05:55:10.684;pensive_wozniak;0.0;null;cadvisor;0.0;
2017-55-03 05:55:12.163;pensive_wozniak;0.0;null;cadvisor;0.0;
2017-55-03 05:55:15.892;pensive_wozniak;0.0;null;cadvisor;0.0;
2017-55-03 05:55:20.466;pensive_wozniak;9.61262086E8;null;cadvisor;9.61262086E8;
2017-55-03 05:55:20.057;pensive_wozniak;0.0;null;cadvisor;0.0;
2017-55-03 05:55:21.803;pensive_wozniak;9.61262086E8;null;cadvisor;9.61262086E8;
2017-55-03 05:55:24.601;pensive_wozniak;9.61262086E8;null;cadvisor;9.61262086E8;
2017-55-03 05:55:29.543;pensive_wozniak;9.61262086E8;null;cadvisor;9.61262086E8;
2017-55-03 05:55:34.236;pensive_wozniak;0.0;null;cadvisor;0.0;
2017-55-03 05:55:39.792;pensive_wozniak;9.61262086E8;null;cadvisor;9.61262086E8;
