_DATE,cpuusage_middle,memusage_middle,network_middle,cpuusage_server,memusage_server,network_server,cpuusage_cassandra,memusage_cassandra,network_cassandra,cpuusage_edge1,cpuusage_edge2,memusage_edge1,memusage_edge2,network_edge1,network_edge2,nodecpu61,nodecpu62,nodecpu63,nodecpu64,nodemem64,locustusers,status_200_count1,status_200_count2,status_500_count1,status_500_count2,status_0_count1,status_0_count2,status_other_count1,status_other_count2,percentile_viewfeedresponsetime_edge1,percentile_viewfeedresponsetime_edge2,percentile_addfeedresponsetime_edge1,percentile_addfeedresponsetime_edge2,percentile_deletefeedresponsetime_edge1,percentile_deletefeedresponsetime_edge2,percentile_fetch_middle,percentile_fetchfeeds_middle,percentile_fetchfeeds_middle,percentile_sub_middle,percentile_unsub_middle
Mon May 01 18:53:00 UTC 2017,370,1500459008,5878462.5,24,24641536,54753.72265625,77,906014720,17864.18359375,56,61,1114812416,1135591424,636374.875,,0.083250001072884,0.083750002086163,0.104500003159046,0.207249999046326,0.920742988586426,169,4049,4104,0,0,0,0,0,0,42046997,36446518,5062516,4718037,4626238,4753132,29740969,6035892,6035892,1635338,1517099
Mon May 01 18:52:00 UTC 2017,310,1499795456,4303125.5,21,25743360,54753.72265625,57,905859072,13176.6748046875,45,50,1114894336,1135738880,636374.875,,0.075249999761582,0.083250001072884,0.089500002563,0.16975000500679,0.920505225658417,169,3380,3444,0,0,0,0,0,0,35934955,36141097,6391840,9914337,6450485,4536090,28169219,6134716,6134716,1680294,1554566
Mon May 01 18:51:00 UTC 2017,254,1499795456,4303125.5,20,25739264,48007.61328125,59,905822208,12714.345703125,43,45,1114984448,1135886336,636374.875,,0.07575000077486,0.082500003278256,0.094750002026558,0.170000001788139,0.922221541404724,113,2907,2961,0,0,0,0,0,0,62714181,34590401,6741070,7267469,26254557,5488907,30941235,5760445,5760445,1550119,1833340
Mon May 01 18:50:00 UTC 2017,251,1499729920,4303125.5,19,24629248,48007.61328125,57,905191424,12714.345703125,44,45,1115070464,1137008640,636374.875,,0.072499997913838,0.072750002145767,0.092749997973442,0.170750007033348,0.922064483165741,113,2456,2511,0,0,0,0,0,0,49991200,33357319,9356471,3307974,19893187,4570181,28295268,5464222,5464222,1460693,1540723
Mon May 01 18:49:00 UTC 2017,241,1499705344,4303125.5,18,26628096,48007.61328125,56,905011200,7823.29638671875,40,42,1115156480,1137156096,636374.875,,0.078749999403954,0.08474999666214,0.084499999880791,0.161750003695488,0.919959187507629,113,2013,2061,0,0,0,0,0,0,46467950,38584283,8811723,8584038,10423125,4015930,31600588,5758243,5758243,1595444,1633053
Mon May 01 18:48:00 UTC 2017,231,1499619328,4303125.5,18,24145920,48007.61328125,53,905347072,7823.29638671875,39,42,1115303936,1137307648,636374.875,,0.070500001311302,0.079999998211861,0.081749998033047,0.162750005722046,0.921295344829559,103,1605,1649,0,0,0,0,0,0,74259907,54896172,14478097,9296104,33480701,13879218,41466108,6437229,6437229,1816456,1701487
Mon May 01 18:47:00 UTC 2017,222,1500180480,2201547.5,14,24145920,36693.3984375,49,904835072,7823.29638671875,32,36,1115942912,1137397760,636374.875,,0.066500000655651,0.070500001311302,0.083250001072884,0.135000005364418,0.919264912605285,103,1195,1240,0,0,0,0,0,0,44296139,49026819,29895098,9681675,11981708,4825200,31281277,5650279,5650279,1568168,1487883
Mon May 01 18:46:00 UTC 2017,182,1499766784,2201547.5,10,24141824,11806.5087890625,37,905179136,7823.29638671875,22,27,1116086272,1137479680,402849.1875,,0.078000001609325,0.069499999284744,0.074749998748303,0.124750003218651,0.920717537403107,103,798,831,0,0,0,0,0,0,62410166,36980698,7049758,9710861,4523205,26494280,31560413,5842810,5842810,1435047,1462697
Mon May 01 18:45:00 UTC 2017,131,1499205632,2201547.5,9,24551424,11806.5087890625,41,905007104,5792.23876953125,23,25,1116229632,1136951296,402849.1875,,0.086999997496605,0.070249997079372,0.069250002503395,0.121250003576279,0.927574217319488,65,525,548,0,0,0,0,0,0,83286173,67568229,37778021,6640916,21796216,10267093,54087559,5738968,5738968,1467192,1403865
Mon May 01 18:44:00 UTC 2017,121,1499205632,19052.1484375,5,23441408,11806.5087890625,27,904507392,5792.23876953125,14,13,1116315648,1137098752,171942.84375,,0.072999998927116,0.07124999910593,0.067749999463558,0.081249997019768,0.927710711956024,65,267,282,0,0,0,0,0,0,62568023,62103169,12608576,38629749,7659604,21888094,43950449,6049747,6049747,2049425,1658705
Mon May 01 18:43:00 UTC 2017,59,1499271168,19052.1484375,0,23441408,0,3,904400896,434.536590576172,0,0,1116401664,1137246208,29.9374217987061,,0.069750003516674,0.062249999493361,0.048749998211861,0.058499999344349,0.927578091621399,65,null,null,null,null,null,null,null,null,57813079,65579181,20427582,2954171,29784698,15789846,34017011,6999181,6999181,1660782,1897571
Mon May 01 18:42:00 UTC 2017,1,1499271168,19052.1484375,0,23441408,0,4,904400896,488.395538330078,0,0,1116549120,1137393664,29.9374217987061,,0.059999998658896,0.053249999880791,0.048500001430512,0.061999998986721,0.927577614784241,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
Mon May 01 18:41:00 UTC 2017,1,1499271168,24473.306640625,0,24547328,0,4,904765440,488.395538330078,0,0,1116635136,1137573888,29.9374217987061,,0.069750003516674,0.064499996602535,0.056000001728535,0.05799999833107,0.929270505905151,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
Mon May 01 18:40:00 UTC 2017,1,1499271168,null,0,23441408,0,4,904646656,517.08837890625,0,0,1116721152,1137721344,29.9374217987061,,0.069750003516674,0.058499999344349,0.073250003159046,0.055500000715256,0.927577137947082,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
Mon May 01 18:39:00 UTC 2017,1,null,null,null,null,null,null,null,null,null,null,null,null,null,,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
