Series;Time;Value
cpu/usage_rate.count;2017-07-25T19:49:08+02:00;9
cpu/usage_rate.count;2017-07-25T19:49:10+02:00;9
cpu/usage_rate.count;2017-07-25T19:49:12+02:00;9
cpu/usage_rate.count;2017-07-25T19:49:14+02:00;9
cpu/usage_rate.count;2017-07-25T19:49:16+02:00;9
cpu/usage_rate.count;2017-07-25T19:49:18+02:00;9
cpu/usage_rate.count;2017-07-25T19:49:20+02:00;9
cpu/usage_rate.count;2017-07-25T19:49:22+02:00;9
cpu/usage_rate.count;2017-07-25T19:49:24+02:00;9
cpu/usage_rate.count;2017-07-25T19:49:26+02:00;9
cpu/usage_rate.count;2017-07-25T19:49:28+02:00;9
cpu/usage_rate.count;2017-07-25T19:49:30+02:00;9
cpu/usage_rate.count;2017-07-25T19:49:32+02:00;9
cpu/usage_rate.count;2017-07-25T19:49:34+02:00;9
cpu/usage_rate.count;2017-07-25T19:49:36+02:00;9
cpu/usage_rate.count;2017-07-25T19:49:38+02:00;9
cpu/usage_rate.count;2017-07-25T19:49:40+02:00;9
cpu/usage_rate.count;2017-07-25T19:49:42+02:00;9
cpu/usage_rate.count;2017-07-25T19:49:44+02:00;9
cpu/usage_rate.count;2017-07-25T19:49:46+02:00;9
cpu/usage_rate.count;2017-07-25T19:49:48+02:00;9
cpu/usage_rate.count;2017-07-25T19:49:50+02:00;9
cpu/usage_rate.count;2017-07-25T19:49:52+02:00;9
cpu/usage_rate.count;2017-07-25T19:49:54+02:00;9
cpu/usage_rate.count;2017-07-25T19:49:56+02:00;9
cpu/usage_rate.count;2017-07-25T19:49:58+02:00;9
cpu/usage_rate.count;2017-07-25T19:50:00+02:00;9
cpu/usage_rate.count;2017-07-25T19:50:02+02:00;9
cpu/usage_rate.count;2017-07-25T19:50:04+02:00;9
cpu/usage_rate.count;2017-07-25T19:50:06+02:00;9
cpu/usage_rate.count;2017-07-25T19:50:08+02:00;9
cpu/usage_rate.count;2017-07-25T19:50:10+02:00;9
cpu/usage_rate.count;2017-07-25T19:50:12+02:00;9
cpu/usage_rate.count;2017-07-25T19:50:14+02:00;9
cpu/usage_rate.count;2017-07-25T19:50:16+02:00;9
cpu/usage_rate.count;2017-07-25T19:50:18+02:00;9
cpu/usage_rate.count;2017-07-25T19:50:20+02:00;9
cpu/usage_rate.count;2017-07-25T19:50:22+02:00;9
cpu/usage_rate.count;2017-07-25T19:50:24+02:00;9
cpu/usage_rate.count;2017-07-25T19:50:26+02:00;9
cpu/usage_rate.count;2017-07-25T19:50:28+02:00;9
cpu/usage_rate.count;2017-07-25T19:50:30+02:00;9
cpu/usage_rate.count;2017-07-25T19:50:32+02:00;9
cpu/usage_rate.count;2017-07-25T19:50:34+02:00;9
cpu/usage_rate.count;2017-07-25T19:50:36+02:00;9
cpu/usage_rate.count;2017-07-25T19:50:38+02:00;9
cpu/usage_rate.count;2017-07-25T19:50:40+02:00;9
cpu/usage_rate.count;2017-07-25T19:50:42+02:00;9
cpu/usage_rate.count;2017-07-25T19:50:44+02:00;9
cpu/usage_rate.count;2017-07-25T19:50:46+02:00;9
cpu/usage_rate.count;2017-07-25T19:50:48+02:00;9
cpu/usage_rate.count;2017-07-25T19:50:50+02:00;9
cpu/usage_rate.count;2017-07-25T19:50:52+02:00;9
cpu/usage_rate.count;2017-07-25T19:50:54+02:00;9
cpu/usage_rate.count;2017-07-25T19:50:56+02:00;9
cpu/usage_rate.count;2017-07-25T19:50:58+02:00;9
cpu/usage_rate.count;2017-07-25T19:51:00+02:00;9
cpu/usage_rate.count;2017-07-25T19:51:02+02:00;9
cpu/usage_rate.count;2017-07-25T19:51:04+02:00;9
cpu/usage_rate.count;2017-07-25T19:51:06+02:00;9
cpu/usage_rate.count;2017-07-25T19:51:08+02:00;9
cpu/usage_rate.count;2017-07-25T19:51:10+02:00;9
cpu/usage_rate.count;2017-07-25T19:51:12+02:00;9
cpu/usage_rate.count;2017-07-25T19:51:14+02:00;9
cpu/usage_rate.count;2017-07-25T19:51:16+02:00;9
cpu/usage_rate.count;2017-07-25T19:51:18+02:00;9
cpu/usage_rate.count;2017-07-25T19:51:20+02:00;9
cpu/usage_rate.count;2017-07-25T19:51:22+02:00;9
cpu/usage_rate.count;2017-07-25T19:51:24+02:00;9
cpu/usage_rate.count;2017-07-25T19:51:26+02:00;9
cpu/usage_rate.count;2017-07-25T19:51:28+02:00;9
cpu/usage_rate.count;2017-07-25T19:51:30+02:00;9
cpu/usage_rate.count;2017-07-25T19:51:32+02:00;9
cpu/usage_rate.count;2017-07-25T19:51:34+02:00;9
cpu/usage_rate.count;2017-07-25T19:51:36+02:00;9
cpu/usage_rate.count;2017-07-25T19:51:38+02:00;9
cpu/usage_rate.count;2017-07-25T19:51:40+02:00;9
cpu/usage_rate.count;2017-07-25T19:51:42+02:00;9
cpu/usage_rate.count;2017-07-25T19:51:44+02:00;9
cpu/usage_rate.count;2017-07-25T19:51:46+02:00;9
cpu/usage_rate.count;2017-07-25T19:51:48+02:00;9
cpu/usage_rate.count;2017-07-25T19:51:50+02:00;9
cpu/usage_rate.count;2017-07-25T19:51:52+02:00;9
cpu/usage_rate.count;2017-07-25T19:51:54+02:00;9
cpu/usage_rate.count;2017-07-25T19:51:56+02:00;9
cpu/usage_rate.count;2017-07-25T19:51:58+02:00;9
cpu/usage_rate.count;2017-07-25T19:52:00+02:00;9
cpu/usage_rate.count;2017-07-25T19:52:02+02:00;9
cpu/usage_rate.count;2017-07-25T19:52:04+02:00;9
cpu/usage_rate.count;2017-07-25T19:52:06+02:00;9
cpu/usage_rate.count;2017-07-25T19:52:08+02:00;9
cpu/usage_rate.count;2017-07-25T19:52:10+02:00;9
cpu/usage_rate.count;2017-07-25T19:52:12+02:00;9
cpu/usage_rate.count;2017-07-25T19:52:14+02:00;9
cpu/usage_rate.count;2017-07-25T19:52:16+02:00;9
cpu/usage_rate.count;2017-07-25T19:52:18+02:00;9
cpu/usage_rate.count;2017-07-25T19:52:20+02:00;9
cpu/usage_rate.count;2017-07-25T19:52:22+02:00;9
cpu/usage_rate.count;2017-07-25T19:52:24+02:00;9
cpu/usage_rate.count;2017-07-25T19:52:26+02:00;9
cpu/usage_rate.count;2017-07-25T19:52:28+02:00;9
cpu/usage_rate.count;2017-07-25T19:52:30+02:00;9
cpu/usage_rate.count;2017-07-25T19:52:32+02:00;9
cpu/usage_rate.count;2017-07-25T19:52:34+02:00;9
cpu/usage_rate.count;2017-07-25T19:52:36+02:00;9
cpu/usage_rate.count;2017-07-25T19:52:38+02:00;9
cpu/usage_rate.count;2017-07-25T19:52:40+02:00;9
cpu/usage_rate.count;2017-07-25T19:52:42+02:00;9
cpu/usage_rate.count;2017-07-25T19:52:44+02:00;9
cpu/usage_rate.count;2017-07-25T19:52:46+02:00;9
cpu/usage_rate.count;2017-07-25T19:52:48+02:00;9
cpu/usage_rate.count;2017-07-25T19:52:50+02:00;9
cpu/usage_rate.count;2017-07-25T19:52:52+02:00;9
cpu/usage_rate.count;2017-07-25T19:52:54+02:00;9
cpu/usage_rate.count;2017-07-25T19:52:56+02:00;9
cpu/usage_rate.count;2017-07-25T19:52:58+02:00;9
cpu/usage_rate.count;2017-07-25T19:53:00+02:00;9
cpu/usage_rate.count;2017-07-25T19:53:02+02:00;9
cpu/usage_rate.count;2017-07-25T19:53:04+02:00;9
cpu/usage_rate.count;2017-07-25T19:53:06+02:00;9
cpu/usage_rate.count;2017-07-25T19:53:08+02:00;9
cpu/usage_rate.count;2017-07-25T19:53:10+02:00;9
cpu/usage_rate.count;2017-07-25T19:53:12+02:00;9
cpu/usage_rate.count;2017-07-25T19:53:14+02:00;9
cpu/usage_rate.count;2017-07-25T19:53:16+02:00;9
cpu/usage_rate.count;2017-07-25T19:53:18+02:00;9
cpu/usage_rate.count;2017-07-25T19:53:20+02:00;9
cpu/usage_rate.count;2017-07-25T19:53:22+02:00;9
cpu/usage_rate.count;2017-07-25T19:53:24+02:00;9
cpu/usage_rate.count;2017-07-25T19:53:26+02:00;9
cpu/usage_rate.count;2017-07-25T19:53:28+02:00;9
cpu/usage_rate.count;2017-07-25T19:53:30+02:00;9
cpu/usage_rate.count;2017-07-25T19:53:32+02:00;9
cpu/usage_rate.count;2017-07-25T19:53:34+02:00;9
cpu/usage_rate.count;2017-07-25T19:53:36+02:00;9
cpu/usage_rate.count;2017-07-25T19:53:38+02:00;9
cpu/usage_rate.count;2017-07-25T19:53:40+02:00;9
cpu/usage_rate.count;2017-07-25T19:53:42+02:00;9
cpu/usage_rate.count;2017-07-25T19:53:44+02:00;9
cpu/usage_rate.count;2017-07-25T19:53:46+02:00;9
cpu/usage_rate.count;2017-07-25T19:53:48+02:00;9
cpu/usage_rate.count;2017-07-25T19:53:50+02:00;9
cpu/usage_rate.count;2017-07-25T19:53:52+02:00;9
cpu/usage_rate.count;2017-07-25T19:53:54+02:00;9
cpu/usage_rate.count;2017-07-25T19:53:56+02:00;9
cpu/usage_rate.count;2017-07-25T19:53:58+02:00;9
cpu/usage_rate.count;2017-07-25T19:54:00+02:00;9
cpu/usage_rate.count;2017-07-25T19:54:02+02:00;9
cpu/usage_rate.count;2017-07-25T19:54:04+02:00;9
cpu/usage_rate.count;2017-07-25T19:54:06+02:00;9
cpu/usage_rate.count;2017-07-25T19:54:08+02:00;9
cpu/usage_rate.count;2017-07-25T19:54:10+02:00;9
cpu/usage_rate.count;2017-07-25T19:54:12+02:00;9
cpu/usage_rate.count;2017-07-25T19:54:14+02:00;9
cpu/usage_rate.count;2017-07-25T19:54:16+02:00;9
cpu/usage_rate.count;2017-07-25T19:54:18+02:00;9
cpu/usage_rate.count;2017-07-25T19:54:20+02:00;9
cpu/usage_rate.count;2017-07-25T19:54:22+02:00;9
cpu/usage_rate.count;2017-07-25T19:54:24+02:00;9
cpu/usage_rate.count;2017-07-25T19:54:26+02:00;9
cpu/usage_rate.count;2017-07-25T19:54:28+02:00;9
cpu/usage_rate.count;2017-07-25T19:54:30+02:00;9
cpu/usage_rate.count;2017-07-25T19:54:32+02:00;9
cpu/usage_rate.count;2017-07-25T19:54:34+02:00;9
cpu/usage_rate.count;2017-07-25T19:54:36+02:00;9
cpu/usage_rate.count;2017-07-25T19:54:38+02:00;9
cpu/usage_rate.count;2017-07-25T19:54:40+02:00;9
cpu/usage_rate.count;2017-07-25T19:54:42+02:00;9
cpu/usage_rate.count;2017-07-25T19:54:44+02:00;9
cpu/usage_rate.count;2017-07-25T19:54:46+02:00;9
cpu/usage_rate.count;2017-07-25T19:54:48+02:00;9
cpu/usage_rate.count;2017-07-25T19:54:50+02:00;9
cpu/usage_rate.count;2017-07-25T19:54:52+02:00;9
cpu/usage_rate.count;2017-07-25T19:54:54+02:00;9
cpu/usage_rate.count;2017-07-25T19:54:56+02:00;9
cpu/usage_rate.count;2017-07-25T19:54:58+02:00;9
cpu/usage_rate.count;2017-07-25T19:55:00+02:00;9
cpu/usage_rate.count;2017-07-25T19:55:02+02:00;9
cpu/usage_rate.count;2017-07-25T19:55:04+02:00;9
cpu/usage_rate.count;2017-07-25T19:55:06+02:00;9
cpu/usage_rate.count;2017-07-25T19:55:08+02:00;9
cpu/usage_rate.count;2017-07-25T19:55:10+02:00;9
cpu/usage_rate.count;2017-07-25T19:55:12+02:00;9
cpu/usage_rate.count;2017-07-25T19:55:14+02:00;9
cpu/usage_rate.count;2017-07-25T19:55:16+02:00;9
cpu/usage_rate.count;2017-07-25T19:55:18+02:00;9
cpu/usage_rate.count;2017-07-25T19:55:20+02:00;9
cpu/usage_rate.count;2017-07-25T19:55:22+02:00;9
cpu/usage_rate.count;2017-07-25T19:55:24+02:00;9
cpu/usage_rate.count;2017-07-25T19:55:26+02:00;9
cpu/usage_rate.count;2017-07-25T19:55:28+02:00;9
cpu/usage_rate.count;2017-07-25T19:55:30+02:00;9
cpu/usage_rate.count;2017-07-25T19:55:32+02:00;9
cpu/usage_rate.count;2017-07-25T19:55:34+02:00;9
cpu/usage_rate.count;2017-07-25T19:55:36+02:00;9
cpu/usage_rate.count;2017-07-25T19:55:38+02:00;9
cpu/usage_rate.count;2017-07-25T19:55:40+02:00;9
cpu/usage_rate.count;2017-07-25T19:55:42+02:00;9
cpu/usage_rate.count;2017-07-25T19:55:44+02:00;9
cpu/usage_rate.count;2017-07-25T19:55:46+02:00;9
cpu/usage_rate.count;2017-07-25T19:55:48+02:00;9
cpu/usage_rate.count;2017-07-25T19:55:50+02:00;9
cpu/usage_rate.count;2017-07-25T19:55:52+02:00;9
cpu/usage_rate.count;2017-07-25T19:55:54+02:00;9
cpu/usage_rate.count;2017-07-25T19:55:56+02:00;9
cpu/usage_rate.count;2017-07-25T19:55:58+02:00;9
cpu/usage_rate.count;2017-07-25T19:56:00+02:00;9
cpu/usage_rate.count;2017-07-25T19:56:02+02:00;9
cpu/usage_rate.count;2017-07-25T19:56:04+02:00;9
cfp.distinct {hostname: middletier-ppdbq};2017-07-25T19:25:00+02:00;0
cfp.distinct {hostname: middletier-ppdbq};2017-07-25T19:26:00+02:00;0
cfp.distinct {hostname: middletier-ppdbq};2017-07-25T19:27:00+02:00;0
cfp.distinct {hostname: middletier-ppdbq};2017-07-25T19:28:00+02:00;0
cfp.distinct {hostname: middletier-ppdbq};2017-07-25T19:29:00+02:00;0
cfp.distinct {hostname: middletier-ppdbq};2017-07-25T19:30:00+02:00;6.789041868352386
cfp.distinct {hostname: middletier-ppdbq};2017-07-25T19:31:00+02:00;287.34168423773764
cfp.distinct {hostname: middletier-ppdbq};2017-07-25T19:32:00+02:00;418.44096738777625
cfp.distinct {hostname: middletier-ppdbq};2017-07-25T19:33:00+02:00;332.16856318854406
cfp.distinct {hostname: middletier-ppdbq};2017-07-25T19:34:00+02:00;372.1966225696847
cfp.distinct {hostname: middletier-ppdbq};2017-07-25T19:35:00+02:00;353.31973050856624
cfp.distinct {hostname: middletier-ppdbq};2017-07-25T19:36:00+02:00;367.7575609128295
cfp.distinct {hostname: middletier-ppdbq};2017-07-25T19:37:00+02:00;357.7019605121241
cfp.distinct {hostname: middletier-ppdbq};2017-07-25T19:38:00+02:00;361.2172119029633
cfp.distinct {hostname: middletier-ppdbq};2017-07-25T19:39:00+02:00;339.41042069984564
cfp.distinct {hostname: middletier-ppdbq};2017-07-25T19:40:00+02:00;353.91954841780927
cfp.distinct {hostname: middletier-ppdbq};2017-07-25T19:41:00+02:00;341.53019477141675
cfp.distinct {hostname: middletier-ppdbq};2017-07-25T19:42:00+02:00;149.6063219676338
cfp.distinct {hostname: middletier-ppdbq};2017-07-25T19:43:00+02:00;203.47415970352523
cfp.distinct {hostname: middletier-ppdbq};2017-07-25T19:44:00+02:00;168.17589570325663
cfp.distinct {hostname: middletier-ppdbq};2017-07-25T19:45:00+02:00;81.58263893071016
cfp.distinct {hostname: middletier-ppdbq};2017-07-25T19:46:00+02:00;78.04819402615448
cfp.distinct {hostname: middletier-ppdbq};2017-07-25T19:47:00+02:00;72.24057926711036
cfp.distinct {hostname: middletier-ppdbq};2017-07-25T19:48:00+02:00;63.845808144261326
cfp.distinct {hostname: middletier-ppdbq};2017-07-25T19:49:00+02:00;2.92051481600919
cfp.distinct {hostname: middletier-ppdbq};2017-07-25T19:50:00+02:00;2.9075780689774566
cfp.distinct {hostname: middletier-ppdbq};2017-07-25T19:51:00+02:00;2.6930113277544576
cfp.distinct {hostname: middletier-ppdbq};2017-07-25T19:52:00+02:00;3.3142860247985517
cfp.distinct {hostname: middletier-ppdbq};2017-07-25T19:53:00+02:00;2.825743378499279
cfp.distinct {hostname: middletier-ppdbq};2017-07-25T19:54:00+02:00;2.918775517494643
cfp.distinct {hostname: middletier-ppdbq};2017-07-25T19:55:00+02:00;2.917067203442092
cfp.distinct {hostname: middletier-ppdbq};2017-07-25T19:56:00+02:00;3.2835065670503427
fpm.distinct {hostname: 10.0.11.64};2017-07-25T19:25:00+02:00;0
fpm.distinct {hostname: 10.0.11.64};2017-07-25T19:26:00+02:00;2.2
fpm.distinct {hostname: 10.0.11.64};2017-07-25T19:27:00+02:00;561.4
fpm.distinct {hostname: 10.0.11.64};2017-07-25T19:28:00+02:00;536.8000000000001
fpm.distinct {hostname: 10.0.11.64};2017-07-25T19:29:00+02:00;576.2
fpm.distinct {hostname: 10.0.11.64};2017-07-25T19:30:00+02:00;576.8
fpm.distinct {hostname: 10.0.11.64};2017-07-25T19:31:00+02:00;580.2
fpm.distinct {hostname: 10.0.11.64};2017-07-25T19:32:00+02:00;581.4
fpm.distinct {hostname: 10.0.11.64};2017-07-25T19:33:00+02:00;579
fpm.distinct {hostname: 10.0.11.64};2017-07-25T19:34:00+02:00;585.8
fpm.distinct {hostname: 10.0.11.64};2017-07-25T19:35:00+02:00;575.4
fpm.distinct {hostname: 10.0.11.64};2017-07-25T19:36:00+02:00;584.8
fpm.distinct {hostname: 10.0.11.64};2017-07-25T19:37:00+02:00;579.6
fpm.distinct {hostname: 10.0.11.64};2017-07-25T19:38:00+02:00;581.4
fpm.distinct {hostname: 10.0.11.64};2017-07-25T19:39:00+02:00;577.8
fpm.distinct {hostname: 10.0.11.64};2017-07-25T19:40:00+02:00;594.8
fpm.distinct {hostname: 10.0.11.64};2017-07-25T19:41:00+02:00;575.4
fpm.distinct {hostname: 10.0.11.64};2017-07-25T19:42:00+02:00;613.6
fpm.distinct {hostname: 10.0.11.64};2017-07-25T19:43:00+02:00;657.5999999999999
fpm.distinct {hostname: 10.0.11.64};2017-07-25T19:44:00+02:00;998
fpm.distinct {hostname: 10.0.11.64};2017-07-25T19:45:00+02:00;999.8000000000001
fpm.distinct {hostname: 10.0.11.64};2017-07-25T19:46:00+02:00;1000
fpm.distinct {hostname: 10.0.11.64};2017-07-25T19:47:00+02:00;1000
fpm.distinct {hostname: 10.0.11.64};2017-07-25T19:48:00+02:00;1000
fpm.distinct {hostname: 10.0.11.64};2017-07-25T19:49:00+02:00;1000
fpm.distinct {hostname: 10.0.11.64};2017-07-25T19:50:00+02:00;1000
fpm.distinct {hostname: 10.0.11.64};2017-07-25T19:51:00+02:00;1000
fpm.distinct {hostname: 10.0.11.64};2017-07-25T19:52:00+02:00;1000
fpm.distinct {hostname: 10.0.11.64};2017-07-25T19:53:00+02:00;1000
fpm.distinct {hostname: 10.0.11.64};2017-07-25T19:54:00+02:00;1000
fpm.distinct {hostname: 10.0.11.64};2017-07-25T19:55:00+02:00;1000
fpm.distinct {hostname: 10.0.11.64};2017-07-25T19:56:00+02:00;1000
fpm.distinct {hostname: middletier-ppdbq};2017-07-25T19:25:00+02:00;0
fpm.distinct {hostname: middletier-ppdbq};2017-07-25T19:26:00+02:00;1.4
fpm.distinct {hostname: middletier-ppdbq};2017-07-25T19:27:00+02:00;550.6
fpm.distinct {hostname: middletier-ppdbq};2017-07-25T19:28:00+02:00;545.4
fpm.distinct {hostname: middletier-ppdbq};2017-07-25T19:29:00+02:00;565.2
fpm.distinct {hostname: middletier-ppdbq};2017-07-25T19:30:00+02:00;582.8
fpm.distinct {hostname: middletier-ppdbq};2017-07-25T19:31:00+02:00;707.6
fpm.distinct {hostname: middletier-ppdbq};2017-07-25T19:32:00+02:00;768.4
fpm.distinct {hostname: middletier-ppdbq};2017-07-25T19:33:00+02:00;727.8
fpm.distinct {hostname: middletier-ppdbq};2017-07-25T19:34:00+02:00;738.6
fpm.distinct {hostname: middletier-ppdbq};2017-07-25T19:35:00+02:00;723.6
fpm.distinct {hostname: middletier-ppdbq};2017-07-25T19:36:00+02:00;743.1999999999999
fpm.distinct {hostname: middletier-ppdbq};2017-07-25T19:37:00+02:00;726.1999999999999
fpm.distinct {hostname: middletier-ppdbq};2017-07-25T19:38:00+02:00;742.8000000000001
fpm.distinct {hostname: middletier-ppdbq};2017-07-25T19:39:00+02:00;728
fpm.distinct {hostname: middletier-ppdbq};2017-07-25T19:40:00+02:00;731
fpm.distinct {hostname: middletier-ppdbq};2017-07-25T19:41:00+02:00;735.1999999999999
fpm.distinct {hostname: middletier-ppdbq};2017-07-25T19:42:00+02:00;670
fpm.distinct {hostname: middletier-ppdbq};2017-07-25T19:43:00+02:00;724.4000000000001
fpm.distinct {hostname: middletier-ppdbq};2017-07-25T19:44:00+02:00;998.6
fpm.distinct {hostname: middletier-ppdbq};2017-07-25T19:45:00+02:00;999.8000000000001
fpm.distinct {hostname: middletier-ppdbq};2017-07-25T19:46:00+02:00;1000
fpm.distinct {hostname: middletier-ppdbq};2017-07-25T19:47:00+02:00;1000
fpm.distinct {hostname: middletier-ppdbq};2017-07-25T19:48:00+02:00;1000
fpm.distinct {hostname: middletier-ppdbq};2017-07-25T19:49:00+02:00;1000
fpm.distinct {hostname: middletier-ppdbq};2017-07-25T19:50:00+02:00;1000
fpm.distinct {hostname: middletier-ppdbq};2017-07-25T19:51:00+02:00;1000
fpm.distinct {hostname: middletier-ppdbq};2017-07-25T19:52:00+02:00;1000
fpm.distinct {hostname: middletier-ppdbq};2017-07-25T19:53:00+02:00;1000
fpm.distinct {hostname: middletier-ppdbq};2017-07-25T19:54:00+02:00;1000
fpm.distinct {hostname: middletier-ppdbq};2017-07-25T19:55:00+02:00;1000
fpm.distinct {hostname: middletier-ppdbq};2017-07-25T19:56:00+02:00;1000
test_results.fail_count_elapsed;2017-07-25T19:10:00+02:00;0
test_results.fail_count_elapsed;2017-07-25T19:11:00+02:00;0
test_results.fail_count_elapsed;2017-07-25T19:12:00+02:00;0
test_results.fail_count_elapsed;2017-07-25T19:13:00+02:00;0
test_results.fail_count_elapsed;2017-07-25T19:14:00+02:00;0
test_results.fail_count_elapsed;2017-07-25T19:15:00+02:00;63
test_results.fail_count_elapsed;2017-07-25T19:16:00+02:00;0
test_results.fail_count_elapsed;2017-07-25T19:17:00+02:00;0
test_results.fail_count_elapsed;2017-07-25T19:18:00+02:00;104
test_results.fail_count_elapsed;2017-07-25T19:19:00+02:00;212
test_results.fail_count_elapsed;2017-07-25T19:20:00+02:00;390
test_results.fail_count_elapsed;2017-07-25T19:21:00+02:00;405
test_results.fail_count_elapsed;2017-07-25T19:22:00+02:00;384
test_results.fail_count_elapsed;2017-07-25T19:23:00+02:00;389
test_results.fail_count_elapsed;2017-07-25T19:24:00+02:00;436
test_results.fail_count_elapsed;2017-07-25T19:25:00+02:00;449
test_results.fail_count_elapsed;2017-07-25T19:26:00+02:00;446
test_results.fail_count_elapsed;2017-07-25T19:27:00+02:00;465
test_results.fail_count_elapsed;2017-07-25T19:28:00+02:00;451
test_results.fail_count_elapsed;2017-07-25T19:29:00+02:00;421
test_results.fail_count_elapsed;2017-07-25T19:30:00+02:00;492
test_results.fail_count_elapsed;2017-07-25T19:31:00+02:00;304
test_results.fail_count_elapsed;2017-07-25T19:32:00+02:00;274
test_results.fail_count_elapsed;2017-07-25T19:33:00+02:00;303
test_results.fail_count_elapsed;2017-07-25T19:34:00+02:00;284
test_results.fail_count_elapsed;2017-07-25T19:35:00+02:00;301
test_results.fail_count_elapsed;2017-07-25T19:36:00+02:00;298
test_results.fail_count_elapsed;2017-07-25T19:37:00+02:00;292
test_results.fail_count_elapsed;2017-07-25T19:38:00+02:00;316
test_results.fail_count_elapsed;2017-07-25T19:39:00+02:00;247
test_results.fail_count_elapsed;2017-07-25T19:40:00+02:00;241
test_results.fail_count_elapsed;2017-07-25T19:41:00+02:00;292
test_results.fail_count_elapsed;2017-07-25T19:42:00+02:00;256
test_results.fail_count_elapsed;2017-07-25T19:43:00+02:00;290
test_results.fail_count_elapsed;2017-07-25T19:44:00+02:00;272
test_results.fail_count_elapsed;2017-07-25T19:45:00+02:00;349
test_results.fail_count_elapsed;2017-07-25T19:46:00+02:00;276
test_results.fail_count_elapsed;2017-07-25T19:47:00+02:00;306
test_results.fail_count_elapsed;2017-07-25T19:48:00+02:00;236
test_results.fail_count_elapsed;2017-07-25T19:49:00+02:00;0
test_results.fail_count_elapsed;2017-07-25T19:50:00+02:00;0
test_results.fail_count_elapsed;2017-07-25T19:51:00+02:00;0
test_results.fail_count_elapsed;2017-07-25T19:52:00+02:00;0
test_results.fail_count_elapsed;2017-07-25T19:53:00+02:00;0
test_results.fail_count_elapsed;2017-07-25T19:54:00+02:00;0
test_results.fail_count_elapsed;2017-07-25T19:55:00+02:00;0
test_results.fail_count_elapsed;2017-07-25T19:56:00+02:00;0
test_results.fail_count_elapsed;2017-07-25T19:10:00+02:00;0
test_results.fail_count_elapsed;2017-07-25T19:11:00+02:00;0
test_results.fail_count_elapsed;2017-07-25T19:12:00+02:00;0
test_results.fail_count_elapsed;2017-07-25T19:13:00+02:00;0
test_results.fail_count_elapsed;2017-07-25T19:14:00+02:00;0
test_results.fail_count_elapsed;2017-07-25T19:15:00+02:00;1700
test_results.fail_count_elapsed;2017-07-25T19:16:00+02:00;0
test_results.fail_count_elapsed;2017-07-25T19:17:00+02:00;0
test_results.fail_count_elapsed;2017-07-25T19:18:00+02:00;5861
test_results.fail_count_elapsed;2017-07-25T19:19:00+02:00;6148
test_results.fail_count_elapsed;2017-07-25T19:20:00+02:00;5231
test_results.fail_count_elapsed;2017-07-25T19:21:00+02:00;5029
test_results.fail_count_elapsed;2017-07-25T19:22:00+02:00;4734
test_results.fail_count_elapsed;2017-07-25T19:23:00+02:00;4675
test_results.fail_count_elapsed;2017-07-25T19:24:00+02:00;4685
test_results.fail_count_elapsed;2017-07-25T19:25:00+02:00;4583
test_results.fail_count_elapsed;2017-07-25T19:26:00+02:00;4569
test_results.fail_count_elapsed;2017-07-25T19:27:00+02:00;4559
test_results.fail_count_elapsed;2017-07-25T19:28:00+02:00;4625
test_results.fail_count_elapsed;2017-07-25T19:29:00+02:00;4635
test_results.fail_count_elapsed;2017-07-25T19:30:00+02:00;4574
test_results.fail_count_elapsed;2017-07-25T19:31:00+02:00;2907
test_results.fail_count_elapsed;2017-07-25T19:32:00+02:00;2766
test_results.fail_count_elapsed;2017-07-25T19:33:00+02:00;2609
test_results.fail_count_elapsed;2017-07-25T19:34:00+02:00;2576
test_results.fail_count_elapsed;2017-07-25T19:35:00+02:00;2759
test_results.fail_count_elapsed;2017-07-25T19:36:00+02:00;2851
test_results.fail_count_elapsed;2017-07-25T19:37:00+02:00;3184
test_results.fail_count_elapsed;2017-07-25T19:38:00+02:00;3136
test_results.fail_count_elapsed;2017-07-25T19:39:00+02:00;2873
test_results.fail_count_elapsed;2017-07-25T19:40:00+02:00;2836
test_results.fail_count_elapsed;2017-07-25T19:41:00+02:00;2775
test_results.fail_count_elapsed;2017-07-25T19:42:00+02:00;2631
test_results.fail_count_elapsed;2017-07-25T19:43:00+02:00;2485
test_results.fail_count_elapsed;2017-07-25T19:44:00+02:00;2829
test_results.fail_count_elapsed;2017-07-25T19:45:00+02:00;2887
test_results.fail_count_elapsed;2017-07-25T19:46:00+02:00;2770
test_results.fail_count_elapsed;2017-07-25T19:47:00+02:00;2941
test_results.fail_count_elapsed;2017-07-25T19:48:00+02:00;2110
test_results.fail_count_elapsed;2017-07-25T19:49:00+02:00;0
test_results.fail_count_elapsed;2017-07-25T19:50:00+02:00;0
test_results.fail_count_elapsed;2017-07-25T19:51:00+02:00;0
test_results.fail_count_elapsed;2017-07-25T19:52:00+02:00;0
test_results.fail_count_elapsed;2017-07-25T19:53:00+02:00;0
test_results.fail_count_elapsed;2017-07-25T19:54:00+02:00;0
test_results.fail_count_elapsed;2017-07-25T19:55:00+02:00;0
test_results.fail_count_elapsed;2017-07-25T19:56:00+02:00;0
