_DATE	host	cpuusage	memusage	nodecpu	locustusers	
2017-03-12-23:51:00 edge-8vsjk 122.0 1.047597056E9 0.08799999952316284 350.0 
2017-03-12-23:50:00 edge-8vsjk 116.0 1.046700032E9 0.08974999934434891 300.0 
2017-03-12-23:50:00 edge-8vsjk 116.0 1.046700032E9 0.08974999934434891 300.0 
2017-03-12-23:49:00 edge-8vsjk 111.0 1.046102016E9 0.08574999868869781 300.0 
2017-03-12-23:49:00 edge-8vsjk 111.0 1.046102016E9 0.08574999868869781 300.0 
2017-03-12-23:48:00 edge-8vsjk 99.0 1.042481152E9 0.07774999737739563 300.0 
2017-03-12-23:48:00 edge-8vsjk 99.0 1.042481152E9 0.07774999737739563 300.0 
2017-03-12-23:47:00 edge-8vsjk 100.0 1.039978496E9 0.07874999940395355 250.0 
2017-03-12-23:47:00 edge-8vsjk 100.0 1.039978496E9 0.07874999940395355 250.0 
2017-03-12-23:46:00 edge-8vsjk 94.0 1.035190272E9 0.07474999874830246 250.0 
2017-03-12-23:46:00 edge-8vsjk 94.0 1.035190272E9 0.07474999874830246 250.0 
2017-03-12-23:45:00 edge-8vsjk 83.0 1.027252224E9 0.0767500028014183 250.0 
2017-03-12-23:45:00 edge-8vsjk 83.0 1.027252224E9 0.0767500028014183 250.0 
2017-03-12-23:44:00 edge-8vsjk 80.0 1.02223872E9 0.07524999976158142 200.0 
2017-03-12-23:44:00 edge-8vsjk 80.0 1.02223872E9 0.07524999976158142 200.0 
2017-03-12-23:43:00 edge-8vsjk 75.0 1.019682816E9 0.09075000137090683 200.0 
2017-03-12-23:43:00 edge-8vsjk 75.0 1.019682816E9 0.09075000137090683 200.0 
2017-03-12-23:42:00 edge-8vsjk 67.0 1.012584448E9 0.06975000351667404 200.0 
2017-03-12-23:42:00 edge-8vsjk 67.0 1.012584448E9 0.06975000351667404 200.0 
2017-03-12-23:41:00 edge-8vsjk 67.0 1.012330496E9 0.06575000286102295 150.0 
2017-03-12-23:41:00 edge-8vsjk 67.0 1.012330496E9 0.06575000286102295 150.0 
2017-03-12-23:40:00 edge-8vsjk 60.0 1.01132288E9 0.061500001698732376 150.0 
2017-03-12-23:40:00 edge-8vsjk 60.0 1.01132288E9 0.061500001698732376 150.0 
2017-03-12-23:39:00 edge-8vsjk 49.0 1.005727744E9 0.05999999865889549 150.0 
2017-03-12-23:39:00 edge-8vsjk 49.0 1.005727744E9 0.05999999865889549 150.0 
2017-03-12-23:38:00 edge-8vsjk 46.0 1.005510656E9 0.061000000685453415 100.0 
2017-03-12-23:38:00 edge-8vsjk 46.0 1.005510656E9 0.061000000685453415 100.0 
2017-03-12-23:37:00 edge-8vsjk 72.0 1.000824832E9 0.05225000157952309 100.0 
2017-03-12-23:37:00 edge-8vsjk 72.0 1.000824832E9 0.05225000157952309 100.0 
2017-03-12-23:36:00 edge-8vsjk 36.0 9.98191104E8 0.04924999922513962 100.0 
2017-03-12-23:36:00 edge-8vsjk 36.0 9.98191104E8 0.04924999922513962 100.0 
2017-03-12-23:35:00 edge-8vsjk 30.0 9.98129664E8 0.05050000175833702 50.0 
2017-03-12-23:35:00 edge-8vsjk 30.0 9.98129664E8 0.05050000175833702 50.0 
2017-03-12-23:34:00 edge-8vsjk 29.0 9.98117376E8 0.04600000008940697 50.0 
2017-03-12-23:34:00 edge-8vsjk 29.0 9.98117376E8 0.04600000008940697 50.0 
2017-03-12-23:33:00 edge-8vsjk 15.0 9.96909056E8 0.06925000250339508 50.0 
2017-03-12-23:33:00 edge-8vsjk 15.0 9.96909056E8 0.06925000250339508 50.0 
2017-03-12-23:32:00 edge-8vsjk 12.0 9.97830656E8 0.04724999889731407 20.0 
2017-03-12-23:32:00 edge-8vsjk 12.0 9.97830656E8 0.04724999889731407 20.0 
2017-03-12-23:31:00 edge-8vsjk 13.0 9.96765696E8 0.045249998569488525 20.0 
2017-03-12-23:31:00 edge-8vsjk 13.0 9.96765696E8 0.045249998569488525 20.0 
2017-03-12-23:30:00 edge-8vsjk 7.0 9.96278272E8 0.04399999976158142 20.0 
2017-03-12-23:30:00 edge-8vsjk 7.0 9.96278272E8 0.04399999976158142 20.0 
2017-03-12-23:29:00 edge-8vsjk 6.0 9.96143104E8 0.041999999433755875 10.0 
2017-03-12-23:29:00 edge-8vsjk 6.0 9.96143104E8 0.041999999433755875 10.0 
2017-03-12-23:28:00 edge-8vsjk 6.0 9.97179392E8 0.042500000447034836 10.0 
2017-03-12-23:28:00 edge-8vsjk 6.0 9.97179392E8 0.042500000447034836 10.0 
2017-03-12-23:27:00 edge-8vsjk 4.0 9.95864576E8 0.04399999976158142 10.0 
2017-03-12-23:27:00 edge-8vsjk 4.0 9.95864576E8 0.04399999976158142 10.0 
2017-03-12-23:26:00 edge-8vsjk 4.0 9.972736E8 0.04500000178813934 5.0 
2017-03-12-23:26:00 edge-8vsjk 4.0 9.972736E8 0.04500000178813934 5.0 
2017-03-12-23:25:00 edge-8vsjk 3.0 9.9608576E8 0.04100000113248825 5.0 
2017-03-12-23:25:00 edge-8vsjk 3.0 9.9608576E8 0.04100000113248825 5.0 
2017-03-12-23:24:00 edge-8vsjk 3.0 9.95999744E8 0.04024999961256981 5.0 
2017-03-12-23:24:00 edge-8vsjk 3.0 9.95999744E8 0.04024999961256981 5.0 
2017-03-12-23:23:00 edge-8vsjk 3.0 9.97576704E8 0.06949999928474426 3.0 
2017-03-12-23:23:00 edge-8vsjk 3.0 9.97576704E8 0.06949999928474426 3.0 
2017-03-12-23:22:00 edge-8vsjk 2.0 9.97388288E8 0.041999999433755875 3.0 
2017-03-12-23:22:00 edge-8vsjk 2.0 9.97388288E8 0.041999999433755875 3.0 
2017-03-12-23:21:00 edge-8vsjk 0.0 9.96335616E8 0.04374999925494194 3.0 
2017-03-12-23:21:00 edge-8vsjk 0.0 9.96335616E8 0.04374999925494194 3.0 
