_DATE,cpuusage_middle,memusage_middle,network_middle,cpuusage_server,memusage_server,network_server,cpuusage_cassandra,memusage_cassandra,network_cassandra,cpuusage_edge1,cpuusage_edge2,memusage_edge1,memusage_edge2,network_edge1,,nodecpu61,nodecpu62,nodecpu63,nodecpu64,nodemem64,locustusers,status_200_count1,status_200_count2,status_500_count1,status_500_count2,status_0_count1,status_0_count2,status_other_count1,status_other_count2,percentile_viewfeedresponsetime_edge1,percentile_viewfeedresponsetime_edge2,percentile_addfeedresponsetime_edge1,percentile_addfeedresponsetime_edge2,percentile_deletefeedresponsetime_edge1,percentile_deletefeedresponsetime_edge2,percentile_fetch_middle,percentile_fetchfeeds_middle,percentile_fetchfeeds_middle,percentile_sub_middle,percentile_unsub_middle
Sun Apr 30 20:49:00 UTC 2017,744,1223790592,11282488,52,29794304,143181.3125,119,872120320,28229.087890625,128,110,1124728832,1137303552,2945698.25,,0.088500000536442,0.113750003278255,0.43775001168251,0.336499989032745,0.931259870529175,350,14881,14965,20,13,0,0,0,0,74251642,70982850,17392982,16180434,16950151,22605981,57877327,11619719,11619719,2365184,2357519
Sun Apr 30 20:48:00 UTC 2017,645,1222733824,11282488,52,31510528,143181.3125,118,872300544,28229.087890625,125,106,1125830656,1137127424,2945698.25,,0.095749996602535,0.11174999922514,0.235499992966652,0.331250011920929,0.931022584438324,350,13549,13567,10,7,0,0,0,0,73959670,78416770,26022112,22087722,20270580,26722616,57717035,11165184,11165184,2381599,2321984
Sun Apr 30 20:47:00 UTC 2017,644,1223643136,11282488,50,28131328,136538.859375,126,871735296,28229.087890625,124,108,1126289408,1137213440,2801237.75,,0.088749997317791,0.112250000238419,0.144999995827675,0.335249990224838,0.93276584148407,300,12154,12270,3,2,0,0,0,0,66458993,69182806,6785263,17809087,10044526,9074442,53337753,10260780,10260780,2248417,2084895
Sun Apr 30 20:46:00 UTC 2017,640,1222672384,11282488,45,28209152,96803.96875,117,871821312,28229.087890625,110,97,1126285312,1137283072,2326023.75,,0.094750002026558,0.11174999922514,0.138750001788139,0.299750000238419,0.930668830871582,300,10974,11069,0,0,0,0,0,0,53333651,51790834,6448048,5436114,5098060,6831086,38208469,8625209,8625209,1970785,1830696
Sun Apr 30 20:45:00 UTC 2017,561,1223065600,10919911,42,26890240,96803.96875,110,871698432,26252.224609375,101,91,1124999168,1137369088,2326023.75,,0.10249999910593,0.101750001311302,0.131249994039536,0.282999992370606,0.931859195232391,300,9786,9887,0,0,0,0,0,0,49718603,40283442,6722822,5385620,4913215,5851470,34191486,7622765,7622765,1754893,1826678
Sun Apr 30 20:44:00 UTC 2017,537,1222737920,10397341,42,27979776,96803.96875,109,870797312,26252.224609375,100,89,1124995072,1137459200,2276818.5,,0.090499997138977,0.102250002324581,0.126750007271767,0.289249986410141,0.931704103946686,250,8713,8818,0,0,0,0,0,0,44953369,44674196,5602916,5104441,4519711,4972613,34337383,7494615,7494615,2209507,2005720
Sun Apr 30 20:43:00 UTC 2017,526,1223741440,8943895,35,26877952,96803.96875,101,870662144,21442.87109375,90,77,1125232640,1137602560,2031324.625,,0.088500000536442,0.104999996721745,0.126750007271767,0.25475001335144,0.931666433811188,250,7726,7811,0,0,0,0,0,0,40615150,40249149,4087762,4942214,4645650,5756208,31718269,7129490,7129490,1941958,2157378
Sun Apr 30 20:42:00 UTC 2017,449,1222963200,6996290,34,26173440,91686.6875,95,870776832,21442.87109375,86,71,1125543936,1138237440,1538993.125,,0.086249999701977,0.091499999165535,0.120250001549721,0.243249997496605,0.933363258838654,250,6721,6820,0,0,0,0,0,0,41845354,36172566,5716665,5436698,5425665,6257740,30889442,7049466,7049466,1759195,2185598
Sun Apr 30 20:41:00 UTC 2017,433,1223766016,6996290,33,26181632,88407.9609375,91,870293504,21442.87109375,83,70,1126629376,1138282496,1538993.125,,0.076999999582768,0.093999996781349,0.118000000715256,0.243000000715256,0.931331276893616,200,5872,5944,0,0,0,0,0,0,44615766,37222842,4559771,5381025,6064989,4765845,28617017,6264727,6264727,1868561,1996295
Sun Apr 30 20:40:00 UTC 2017,415,1223094272,6996290,28,26173440,66450.1015625,83,870010880,19260.025390625,70,63,1125724160,1138356224,1538993.125,,0.087499998509884,0.086499996483326,0.101000003516674,0.217250004410744,0.931192338466644,200,5084,5140,0,0,0,0,0,0,39082880,35067842,4592564,4848571,5070910,4222460,29026999,6458214,6458214,1756385,1689611
Sun Apr 30 20:39:00 UTC 2017,365,1223520256,6119016,25,27287552,66450.1015625,73,869806080,16995.93359375,59,58,1125871616,1138475008,1281471.875,,0.071999996900559,0.08924999833107,0.099500000476837,0.192249998450279,0.931020617485046,200,4285,4349,0,0,0,0,0,0,37869011,31976217,4364051,3981709,4596080,4220361,27101254,5852918,5852918,1561640,1844564
Sun Apr 30 20:38:00 UTC 2017,328,1224409088,6119016,24,26165248,66450.1015625,71,869666816,11879.4755859375,58,54,1126862848,1138434048,1281471.875,,0.080750003457069,0.087250001728535,0.100000001490116,0.199000000953674,0.93073832988739,150,3623,3665,0,0,0,0,0,0,54237726,34799879,6503940,4870826,4975344,4107426,30802348,6305174,6305174,1606023,1664072
Sun Apr 30 20:37:00 UTC 2017,308,1224474624,5142139.5,21,26161152,55745.859375,65,869933056,11879.4755859375,49,47,1127165952,1138647040,793914.9375,,0.081000000238419,0.081500001251698,0.092500001192093,0.177750006318092,0.930378198623657,150,3029,3069,0,0,0,0,0,0,41247368,33564219,4583240,3804672,4782792,3554023,27825779,5815809,5815809,1292998,1448369
Sun Apr 30 20:36:00 UTC 2017,262,1224429568,4355864.5,17,25354240,46360.63671875,52,869462016,11879.4755859375,42,38,1125957632,1138618368,793914.9375,,0.065499998629093,0.078500002622604,0.08500000089407,0.15625,0.930125713348389,150,2433,2476,0,0,0,0,0,0,58233183,35066075,13725215,19414977,19252417,26881602,29632904,5887086,5887086,1484012,2230267
Sun Apr 30 20:35:00 UTC 2017,221,1224495104,2554707,15,25354240,28351.083984375,51,869629952,11879.4755859375,39,36,1127100416,1138798592,793914.9375,,0.090499997138977,0.083499997854233,0.081749998033047,0.146750003099442,0.929880142211914,100,1973,1988,0,0,0,0,0,0,50997048,38258303,5793109,4766854,18466746,29998168,32040203,5544925,5544925,1590452,1485702
Sun Apr 30 20:34:00 UTC 2017,195,1223188480,2554707,10,26476544,28351.083984375,44,869441536,6161.86376953125,27,26,1127247872,1138876416,543503.1875,,0.082750000059605,0.067749999463558,0.071750000119209,0.123000003397465,0.929636001586914,100,1577,1591,0,0,0,0,0,0,64162608,37803900,17683548,32491732,16508116,19126288,31287525,5684191,5684191,1692257,1736084
Sun Apr 30 20:33:00 UTC 2017,139,1222774784,2229120.25,9,26468352,8248.197265625,30,869027840,6161.86376953125,22,19,1128353792,1138225152,470883.90625,,0.067500002682209,0.068000003695488,0.071999996900559,0.112499997019768,0.929340481758118,100,1172,1188,0,0,0,0,0,0,60378648,55185917,8091894,5321719,3583480,3847829,32341241,5550176,5550176,1391710,1381923
Sun Apr 30 20:32:00 UTC 2017,112,1222668288,1259860.75,8,24657920,8248.197265625,29,868925440,6120.2421875,20,17,1128349696,1138364416,248034.984375,,0.075249999761582,0.073499999940395,0.062749996781349,0.109750002622604,0.929022908210754,50,925,906,0,0,0,0,0,0,69303886,87614079,6288816,15549580,18205171,13970335,69968108,5811202,5811202,1661855,1421621
Sun Apr 30 20:31:00 UTC 2017,97,1223884800,1259860.75,5,25780224,8248.197265625,22,868884480,2699.30786132812,14,13,1127501824,1138450432,248034.984375,,0.061000000685454,0.060249999165535,0.064499996602535,0.091250002384186,0.929701566696167,50,726,706,0,0,0,0,0,0,68559655,72271965,41008567,26815954,51086454,17776952,60342339,6058289,6058289,1507543,1427900
Sun Apr 30 20:30:00 UTC 2017,64,1223561216,766856.6875,4,24657920,8248.197265625,14,869163008,2699.30786132812,11,9,1127743488,1139601408,17123.255859375,,0.07599999755621,0.064249999821186,0.054249998182058,0.086249999701977,0.928739607334137,50,530,507,0,0,0,0,0,0,84617367,78005053,39504424,10677512,28207117,25640906,64411011,7387326,7387326,1376521,1494593
Sun Apr 30 20:29:00 UTC 2017,53,1222606848,766856.6875,3,25780224,8248.197265625,15,869056512,2711.62084960938,9,8,1128824832,1139683328,17123.255859375,,0.059999998658896,0.068499997258186,0.056499999016523,0.079250000417233,0.92864716053009,20,417,378,0,0,0,0,0,0,99937375,90674604,3633750,4238681,25988968,3603463,92001915,7404456,7404456,1785619,1313973
Sun Apr 30 20:28:00 UTC 2017,44,1222541312,531054.5,2,25780224,6214.74365234375,11,868974592,1319.30871582031,7,8,1127260160,1139773440,17123.255859375,,0.076750002801418,0.060249999165535,0.056000001728535,0.071999996900559,0.928362905979156,20,339,299,0,0,0,0,0,0,87518788,80801845,27404033,8082743,3379687,5751986,77714356,21055990,21055990,1991069,2109485
Sun Apr 30 20:27:00 UTC 2017,31,1222672384,432551.5,2,25780224,4975.9462890625,9,868663296,1319.30871582031,4,5,1128345600,1139773440,17123.255859375,,0.062749996781349,0.057750001549721,0.055500000715256,0.079750001430512,0.928292453289032,20,261,217,0,0,0,0,0,0,82890938,80981081,31642527,37383191,31743863,14402464,71636900,20182513,20182513,2133401,2426715
Sun Apr 30 20:26:00 UTC 2017,23,1222606848,295550.75,1,25780224,4348.8125,11,869126144,1319.30871582031,4,4,1127526400,1140011008,17123.255859375,,0.065250001847744,0.067249998450279,0.050749998539686,0.065750002861023,0.92817747592926,10,209,163,0,0,0,0,0,0,88142703,85400374,5189610,3141280,5618119,4160858,83727225,28967364,28967364,1279763,2073452
Sun Apr 30 20:25:00 UTC 2017,21,1223561216,295550.75,1,25780224,1617.2841796875,8,868700160,1319.30871582031,3,4,1128607744,1140097024,17123.255859375,,0.091750003397465,0.060750000178814,0.054000001400709,0.065499998629093,0.928084015846252,10,170,121,0,0,0,0,0,0,95806888,97081899,8724378,2961171,4508513,35244999,93810499,43972566,43972566,1438716,1639766
Sun Apr 30 20:24:00 UTC 2017,16,1223593984,259829.328125,1,24657920,1617.2841796875,6,868200448,993.718383789063,3,3,1127702528,1140097024,17123.255859375,,0.067500002682209,0.052999999374151,0.048000000417233,0.074500001966953,0.928371727466583,10,130,84,0,0,0,0,0,0,78264305,94338861,7722627,5956416,4411796,3272799,90390857,35401005,35401005,1383000,1425185
Sun Apr 30 20:23:00 UTC 2017,14,1223593984,207909.546875,0,25780224,1617.2841796875,6,868196352,973.429077148438,3,3,1128787968,1140273152,17123.255859375,,0.068999998271465,0.062249999493361,0.051750000566244,0.068750001490116,0.928345799446106,5,102,60,0,0,0,0,0,0,87024559,90749192,70303503,4579174,15960767,38553828,87516917,50778865,50778865,1621779,1762148
Sun Apr 30 20:22:00 UTC 2017,14,1222606848,207909.546875,0,24657920,1617.2841796875,6,868556800,973.429077148438,3,2,1127792640,1140400128,17123.255859375,,0.07150000333786,0.059500001370907,0.046500001102686,0.062749996781349,0.928280711174011,5,77,43,0,0,0,0,0,0,100865077,74361751,6705314,5385796,3010849,3247074,88722842,34577420,34577420,1848052,1443176
Sun Apr 30 20:21:00 UTC 2017,12,1222541312,57826.91015625,0,25776128,1617.2841796875,5,868552704,726.404479980469,2,1,1128878080,1140449280,17123.255859375,,0.058749999850988,0.063000001013279,0.048500001430512,0.065750002861023,0.928220987319946,5,53,28,0,0,0,0,0,0,91943456,91656546,3935899,3942293,3660161,2728789,85241420,15069763,15069763,1345635,1242964
Sun Apr 30 20:20:00 UTC 2017,9,1223626752,57826.91015625,0,25776128,null,5,868065280,726.404479980469,1,1,1127972864,1140600832,17123.255859375,,0.072250001132488,0.058499999344349,0.052250001579523,0.056749999523163,0.92820680141449,3,34,16,0,0,0,0,0,0,93985848,111985933,2970040,4191868,3558429,4955035,106457056,59758460,59758460,1618610,1490382
Sun Apr 30 20:19:00 UTC 2017,7,1222541312,57826.91015625,0,24649728,null,4,867971072,null,1,1,1128337408,1140600832,29.0660209655762,,0.068000003695488,0.064999997615814,0.057500001043081,0.062249999493361,0.928245484828949,3,18,9,0,0,0,0,0,0,100792025,78363342,4927231,3935605,3159830,7688657,96545918,63342547,63342547,1821048,6259318
Sun Apr 30 20:18:00 UTC 2017,4,1222541312,null,1,25772032,null,4,868335616,null,16,0,1129205760,1140686848,29.0660209655762,,0.066749997437,0.059000000357628,0.139750003814697,0.076499998569489,0.930180072784424,3,null,null,null,null,null,null,null,null,80875978,65897568,4746570,3118602,2815730,4484007,63940206,60869574,60869574,1615823,1562929
Sun Apr 30 20:17:00 UTC 2017,1,null,null,null,null,null,null,null,null,null,null,null,null,null,,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
