_DATE host cpuusage memusage 
2017-03-11-18:21:00 middletier-2vpks 113.0 1.06246144E9 
2017-03-11-18:21:00 middletier-2vpks 113.0 1.06246144E9 
2017-03-11-18:20:00 middletier-2vpks 100.0 1.06246144E9 
2017-03-11-18:20:00 middletier-2vpks 100.0 1.06246144E9 
2017-03-11-18:19:00 middletier-2vpks 56.0 1.06246144E9 
2017-03-11-18:19:00 middletier-2vpks 56.0 1.06246144E9 
2017-03-11-18:18:00 middletier-2vpks 46.0 1.06334208E9 
2017-03-11-18:18:00 middletier-2vpks 46.0 1.06334208E9 
2017-03-11-18:17:00 middletier-2vpks 41.0 1.063305216E9 
2017-03-11-18:17:00 middletier-2vpks 41.0 1.063305216E9 
2017-03-11-18:16:00 middletier-2vpks 28.0 1.063215104E9 
2017-03-11-18:16:00 middletier-2vpks 28.0 1.063215104E9 
2017-03-11-18:15:00 middletier-2vpks 22.0 1.064218624E9 
2017-03-11-18:15:00 middletier-2vpks 22.0 1.064218624E9 
2017-03-11-18:14:00 middletier-2vpks 19.0 1.063215104E9 
2017-03-11-18:14:00 middletier-2vpks 19.0 1.063215104E9 
2017-03-11-18:13:00 middletier-2vpks 11.0 1.064218624E9 
2017-03-11-18:13:00 middletier-2vpks 11.0 1.064218624E9 
2017-03-11-18:12:00 middletier-2vpks 10.0 1.063215104E9 
2017-03-11-18:12:00 middletier-2vpks 10.0 1.063215104E9 
2017-03-11-18:11:00 middletier-2vpks 10.0 1.063215104E9 
2017-03-11-18:11:00 middletier-2vpks 10.0 1.063215104E9 
2017-03-11-18:10:00 middletier-2vpks 8.0 1.064218624E9 
2017-03-11-18:10:00 middletier-2vpks 8.0 1.064218624E9 
2017-03-11-18:09:00 middletier-2vpks 8.0 1.063215104E9 
2017-03-11-18:09:00 middletier-2vpks 8.0 1.063215104E9 
2017-03-11-18:08:00 middletier-2vpks 9.0 1.064349696E9 
2017-03-11-18:08:00 middletier-2vpks 9.0 1.064349696E9 
2017-03-11-18:07:00 middletier-2vpks 908.0 1.063120896E9 
2017-03-11-18:07:00 middletier-2vpks 908.0 1.063120896E9 
2017-03-11-18:06:00 middletier-2vpks 994.0 1.064288256E9 
2017-03-11-18:06:00 middletier-2vpks 994.0 1.064288256E9 
2017-03-11-18:05:00 middletier-2vpks 993.0 1.063473152E9 
2017-03-11-18:05:00 middletier-2vpks 993.0 1.063473152E9 
